date,product_code,product,variant,sold_quantity,quater,gross_price,gross_price_total
2021-05-01,A5721110505,"AQ Smash 2","Plus Cool Blue",17,Q3,674.4272,11465.2624
2021-05-01,A5721110506,"AQ Smash 2","Plus Black",10,Q3,720.5460,7205.4600
2021-05-01,A5820110101,"AQ BZ Allin1","Standard 1",22,Q3,681.3022,14988.6484
2021-05-01,A5820110102,"AQ BZ Allin1","Standard 2",28,Q3,697.5541,19531.5148
2021-05-01,A5820110103,"AQ BZ Allin1","Standard 3",10,Q3,735.1465,7351.4650
2021-05-01,A5820110104,"AQ BZ Allin1","Plus 1",22,Q3,690.4971,15190.9362
2021-05-01,A5820110105,"AQ BZ Allin1","Plus 2",13,Q3,709.3926,9222.1038
2021-05-01,A5820110106,"AQ BZ Allin1","Plus 3",8,Q3,692.5242,5540.1936
2021-05-01,A5820110107,"AQ BZ Allin1","Premium 1",17,Q3,737.6775,12540.5175
2021-05-01,A5821110108,"AQ BZ Allin1","Premium 2",19,Q3,746.7388,14188.0372
2021-05-01,A6018110101,"AQ Home Allin1","Standard 1",4,Q3,800.4577,3201.8308
2021-05-01,A6018110102,"AQ Home Allin1","Standard 2",5,Q3,764.0542,3820.2710
2021-05-01,A6018110103,"AQ Home Allin1","Standard 3",2,Q3,770.9789,1541.9578
2021-05-01,A6018110104,"AQ Home Allin1","Plus 1",3,Q3,749.0987,2247.2961
2021-05-01,A6018110105,"AQ Home Allin1","Plus 2",3,Q3,766.6472,2299.9416
2021-05-01,A6018110106,"AQ Home Allin1","Plus 3",2,Q3,787.5874,1575.1748
2021-05-01,A6019110107,"AQ Home Allin1","Premium 1",2,Q3,785.9918,1571.9836
2021-05-01,A6019110108,"AQ Home Allin1","Premium 2",2,Q3,796.6606,1593.3212
2021-05-01,A6119110201,"AQ HOME Allin1 Gen 2","Standard 1",4,Q3,824.0889,3296.3556
2021-05-01,A6119110202,"AQ HOME Allin1 Gen 2","Standard 2",3,Q3,790.1040,2370.3120
2021-05-01,A6119110203,"AQ HOME Allin1 Gen 2","Standard 3",3,Q3,769.5635,2308.6905
2021-05-01,A6119110204,"AQ HOME Allin1 Gen 2","Plus 1",2,Q3,807.2638,1614.5276
2021-05-01,A6120110205,"AQ HOME Allin1 Gen 2","Plus 2",3,Q3,834.9812,2504.9436
2021-05-01,A6120110206,"AQ HOME Allin1 Gen 2","Plus 3",6,Q3,810.6034,4863.6204
2021-05-01,A6218160101,"AQ Digit SSD",Standard,599,Q3,13.5941,8142.8659
2021-05-01,A6218160102,"AQ Digit SSD",Plus,1023,Q3,15.2481,15598.8063
2021-05-01,A6219160103,"AQ Digit SSD",Premium,489,Q3,16.3003,7970.8467
2021-05-01,A6319160201,"AQ Neuer SSD",Standard,389,Q3,17.3590,6752.6510
2021-05-01,A6319160202,"AQ Neuer SSD",Plus,235,Q3,18.5733,4364.7255
2021-05-01,A6319160203,"AQ Neuer SSD",Premium,137,Q3,19.3433,2650.0321
2021-05-01,A6419160301,"AQ Clx1",Standard,483,Q3,17.8043,8599.4769
2021-05-01,A6419160302,"AQ Clx1",Plus,198,Q3,19.6723,3895.1154
2021-05-01,A6419160303,"AQ Clx1",Premium,936,Q3,19.3342,18096.8112
2021-05-01,A6519160401,"AQ Clx2",Standard,453,Q3,20.2889,9190.8717
2021-05-01,A6520160402,"AQ Clx2",Plus,171,Q3,20.1650,3448.2150
2021-05-01,A6520160403,"AQ Clx2",Premium,551,Q3,21.2830,11726.9330
2021-05-01,A6620160501,"AQ Clx3",Standard,593,Q3,22.8530,13551.8290
2021-05-01,A6720160103,"AQ Pen Drive 2 IN 1",Premium,1735,Q3,4.4411,7705.3085
2021-05-01,A6818160201,"AQ Pen Drive DRC",Standard,563,Q3,2.9990,1688.4370
2021-05-01,A6818160202,"AQ Pen Drive DRC",Plus,472,Q3,3.8531,1818.6632
2021-05-01,A6819160203,"AQ Pen Drive DRC",Premium,556,Q3,5.0984,2834.7104
2021-05-01,A7118160101,"AQ Wi Power Dx1",Standard,269,Q3,29.6712,7981.5528
2021-05-01,A7119160102,"AQ Wi Power Dx1",Plus,701,Q3,29.9264,20978.4064
2021-05-01,A7119160103,"AQ Wi Power Dx1",Premium,337,Q3,28.7736,9696.7032
2021-05-01,A7219160201,"AQ Wi Power Dx2",Standard,199,Q3,32.9575,6558.5425
2021-05-01,A7220160202,"AQ Wi Power Dx2",Plus,481,Q3,35.2053,16933.7493
2021-05-01,A7220160203,"AQ Wi Power Dx2",Premium,638,Q3,37.4784,23911.2192
2021-05-01,A7321160301,"AQ Wi Power Dx3",Standard,304,Q3,40.7954,12401.8016
2021-05-01,A7321160302,"AQ Wi Power Dx3",Plus,681,Q3,43.9446,29926.2726
2021-05-01,A7321160303,"AQ Wi Power Dx3",Premium,487,Q3,42.8483,20867.1221
2021-06-01,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,205,Q4,19.0573,3906.7465
2021-06-01,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,78,Q4,21.4565,1673.6070
2021-06-01,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,48,Q4,21.7795,1045.4160
2021-06-01,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",126,Q4,22.9729,2894.5854
2021-06-01,A0219150201,"AQ WereWolf NAS Internal Hard Drive HDD – 8.89 cm",Standard,40,Q4,23.6987,947.9480
2021-06-01,A0219150202,"AQ WereWolf NAS Internal Hard Drive HDD – 8.89 cm",Plus,102,Q4,24.7312,2522.5824
2021-06-01,A0220150203,"AQ WereWolf NAS Internal Hard Drive HDD – 8.89 cm",Premium,31,Q4,23.6154,732.0774
2021-06-01,A0320150301,"AQ Zion Saga",Standard,91,Q4,23.7223,2158.7293
2021-06-01,A0321150302,"AQ Zion Saga",Plus,70,Q4,27.1027,1897.1890
2021-06-01,A0321150303,"AQ Zion Saga",Premium,145,Q4,28.0059,4060.8555
2021-06-01,A0418150103,"AQ Mforce Gen X","Standard 3",108,Q4,19.5235,2108.5380
2021-06-01,A0418150104,"AQ Mforce Gen X","Plus 1",76,Q4,19.9239,1514.2164
2021-06-01,A0418150105,"AQ Mforce Gen X","Plus 2",84,Q4,20.0766,1686.4344
2021-06-01,A0418150106,"AQ Mforce Gen X","Plus 3",114,Q4,19.9365,2272.7610
2021-06-01,A0519150201,"AQ Mforce Gen Y","Standard 1",58,Q4,22.3984,1299.1072
2021-06-01,A0519150202,"AQ Mforce Gen Y","Standard 2",107,Q4,24.9298,2667.4886
2021-06-01,A0519150203,"AQ Mforce Gen Y","Standard 3",156,Q4,26.5871,4147.5876
2021-06-01,A0519150204,"AQ Mforce Gen Y","Plus 1",78,Q4,26.1081,2036.4318
2021-06-01,A0519150205,"AQ Mforce Gen Y","Plus 2",144,Q4,29.7008,4276.9152
2021-06-01,A0519150206,"AQ Mforce Gen Y","Plus 3",161,Q4,31.2439,5030.2679
2021-06-01,A0519150207,"AQ Mforce Gen Y","Premium 1",126,Q4,32.4427,4087.7802
2021-06-01,A0519150208,"AQ Mforce Gen Y","Premium 2",94,Q4,30.5816,2874.6704
2021-06-01,A0619150301,"AQ Mforce Gen Z","Standard 1",119,Q4,30.4696,3625.8824
2021-06-01,A0619150302,"AQ Mforce Gen Z","Standard 2",149,Q4,34.0973,5080.4977
2021-06-01,A0620150303,"AQ Mforce Gen Z","Standard 3",87,Q4,34.2412,2978.9844
2021-06-01,A0620150304,"AQ Mforce Gen Z","Plus 1",122,Q4,37.5826,4585.0772
2021-06-01,A0620150305,"AQ Mforce Gen Z","Plus 2",25,Q4,36.5679,914.1975
2021-06-01,A0620150306,"AQ Mforce Gen Z","Plus 3",182,Q4,37.5278,6830.0596
2021-06-01,A0621150307,"AQ Mforce Gen Z","Premium 1",57,Q4,36.2434,2065.8738
2021-06-01,A0621150308,"AQ Mforce Gen Z","Premium 2",184,Q4,39.3990,7249.4160
2021-06-01,A0721150401,"AQ GT 21",Standard,119,Q4,39.3377,4681.1863
2021-06-01,A0721150402,"AQ GT 21","Plus 1",60,Q4,39.1465,2348.7900
2021-06-01,A0721150403,"AQ GT 21","Plus 2",188,Q4,39.2990,7388.2120
2021-06-01,A0721150404,"AQ GT 21",Premium,81,Q4,39.1215,3168.8415
2021-06-01,A0821150501,"AQ Marquee P3",Standard,63,Q4,40.5013,2551.5819
2021-06-01,A0821150502,"AQ Marquee P3","Plus 1",21,Q4,43.2966,909.2286
2021-06-01,A0821150503,"AQ Marquee P3","Plus 2",154,Q4,42.3841,6527.1514
2021-06-01,A0821150504,"AQ Marquee P3",Premium,31,Q4,44.7044,1385.8364
2021-06-01,A0921150601,"AQ Marquee P4",Standard,132,Q4,45.0813,5950.7316
2021-06-01,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",Standard,101,Q4,111.1036,11221.4636
2021-06-01,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",Plus,86,Q4,123.4797,10619.2542
2021-06-01,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,168,Q4,123.9315,20820.4920
2021-06-01,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,24,Q4,124.2640,2982.3360
2021-06-01,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,91,Q4,129.5836,11792.1076
2021-06-01,A1119150203,"AQ 5000 Series Electron 8 5900X Desktop Processor",Premium,77,Q4,139.8962,10772.0074
2021-06-01,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,181,Q4,135.6822,24558.4782
2021-06-01,A1219150302,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Plus,127,Q4,145.1474,18433.7198
2021-06-01,A1219150303,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Premium,135,Q4,142.9402,19296.9270
2021-06-01,A1319150401,"AQ Electron 5 3600 Desktop Processor",Standard,160,Q4,149.1034,23856.5440
2021-06-01,A1320150402,"AQ Electron 5 3600 Desktop Processor",Plus,64,Q4,150.2450,9615.6800
2021-06-01,A1320150403,"AQ Electron 5 3600 Desktop Processor",Premium,123,Q4,160.6912,19765.0176
2021-06-01,A1420150501,"AQ Electron 4 3600 Desktop Processor",Standard,48,Q4,160.5082,7704.3936
2021-06-01,A1420150502,"AQ Electron 4 3600 Desktop Processor",Plus,54,Q4,169.4999,9152.9946
2021-06-01,A1421150503,"AQ Electron 4 3600 Desktop Processor",Premium,92,Q4,176.4389,16232.3788
2021-06-01,A1521150601,"AQ Electron 3 3600 Desktop Processor",Standard,184,Q4,186.2917,34277.6728
2021-06-01,A1521150602,"AQ Electron 3 3600 Desktop Processor",Plus,98,Q4,185.4599,18175.0702
2021-06-01,A1618150101,"AQ MB Elite",Standard,124,Q4,19.6485,2436.4140
2021-06-01,A1618150102,"AQ MB Elite","Plus 1",124,Q4,20.4629,2537.3996
2021-06-01,A1618150103,"AQ MB Elite","Plus 2",116,Q4,21.2017,2459.3972
2021-06-01,A1618150104,"AQ MB Elite",Premium,38,Q4,21.4489,815.0582
2021-06-01,A1718150201,"AQ MB Crossx",Standard,67,Q4,21.8879,1466.4893
2021-06-01,A1718150202,"AQ MB Crossx","Plus 1",103,Q4,22.8957,2358.2571
2021-06-01,A1718150203,"AQ MB Crossx","Plus 2",58,Q4,27.3445,1585.9810
2021-06-01,A1718150204,"AQ MB Crossx",Premium,20,Q4,28.3991,567.9820
2021-06-01,A1819150301,"AQ MB Crossx 2",Standard,98,Q4,28.8615,2828.4270
2021-06-01,A1819150302,"AQ MB Crossx 2","Plus 1",29,Q4,31.9525,926.6225
2021-06-01,A1819150303,"AQ MB Crossx 2","Plus 2",58,Q4,32.1924,1867.1592
2021-06-01,A1819150304,"AQ MB Crossx 2",Premium,51,Q4,32.2612,1645.3212
2021-06-01,A1919150401,"AQ MB Lito",Standard,61,Q4,33.7609,2059.4149
2021-06-01,A1919150402,"AQ MB Lito","Plus 1",48,Q4,35.0256,1681.2288
2021-06-01,A1919150403,"AQ MB Lito","Plus 2",76,Q4,35.8350,2723.4600
2021-06-01,A1920150404,"AQ MB Lito",Premium,122,Q4,38.9780,4755.3160
2021-06-01,A2020150501,"AQ MB Lito 2",Standard,134,Q4,41.3696,5543.5264
2021-06-01,A2020150502,"AQ MB Lito 2","Plus 1",34,Q4,39.3932,1339.3688
2021-06-01,A2021150503,"AQ MB Lito 2","Plus 2",142,Q4,45.4377,6452.1534
2021-06-01,A2118150101,"AQ Master wired x1 Ms","Standard 1",830,Q4,2.9434,2443.0220
2021-06-01,A2118150102,"AQ Master wired x1 Ms","Standard 2",778,Q4,3.9998,3111.8444
2021-06-01,A2118150103,"AQ Master wired x1 Ms","Plus 1",817,Q4,4.5295,3700.6015
2021-06-01,A2118150104,"AQ Master wired x1 Ms","Plus 2",892,Q4,5.0459,4500.9428
2021-06-01,A2118150105,"AQ Master wired x1 Ms","Premium 1",647,Q4,4.6904,3034.6888
2021-06-01,A2118150106,"AQ Master wired x1 Ms","Premium 2",701,Q4,5.2542,3683.1942
2021-06-01,A2218150201,"AQ Master wireless x1 Ms","Standard 1",451,Q4,5.4383,2452.6733
2021-06-01,A2218150202,"AQ Master wireless x1 Ms","Standard 2",483,Q4,6.4054,3093.8082
2021-06-01,A2219150203,"AQ Master wireless x1 Ms","Plus 1",786,Q4,6.7301,5289.8586
2021-06-01,A2219150204,"AQ Master wireless x1 Ms","Plus 2",345,Q4,7.3526,2536.6470
2021-06-01,A2219150205,"AQ Master wireless x1 Ms","Premium 1",682,Q4,7.9813,5443.2466
2021-06-01,A2219150206,"AQ Master wireless x1 Ms","Premium 2",401,Q4,8.3193,3336.0393
2021-06-01,A2319150301,"AQ Gamers Ms","Standard 1",512,Q4,8.8044,4507.8528
2021-06-01,A2319150302,"AQ Gamers Ms","Standard 2",1011,Q4,8.9901,9088.9911
2021-06-01,A2319150303,"AQ Gamers Ms","Plus 1",237,Q4,9.3977,2227.2549
2021-06-01,A2319150304,"AQ Gamers Ms","Plus 2",327,Q4,10.4573,3419.5371
2021-06-01,A2319150305,"AQ Gamers Ms","Premium 1",270,Q4,10.4370,2817.9900
2021-06-01,A2319150306,"AQ Gamers Ms","Premium 2",256,Q4,10.8659,2781.6704
2021-06-01,A2419150401,"AQ Lite Ms","Standard 1",310,Q4,11.4829,3559.6990
2021-06-01,A2419150402,"AQ Lite Ms","Standard 2",753,Q4,11.2819,8495.2707
2021-06-01,A2419150403,"AQ Lite Ms","Plus 1",277,Q4,10.8925,3017.2225
2021-06-01,A2419150404,"AQ Lite Ms","Plus 2",520,Q4,11.6332,6049.2640
2021-06-01,A2419150405,"AQ Lite Ms","Premium 1",909,Q4,12.7423,11582.7507
2021-06-01,A2420150406,"AQ Lite Ms","Premium 2",1015,Q4,12.2979,12482.3685
2021-06-01,A2520150501,"AQ Maxima Ms","Standard 1",202,Q4,12.0689,2437.9178
2021-06-01,A2520150502,"AQ Maxima Ms","Standard 2",133,Q4,14.5267,1932.0511
2021-06-01,A2520150503,"AQ Maxima Ms","Plus 1",137,Q4,14.1682,1941.0434
2021-06-01,A2520150504,"AQ Maxima Ms","Plus 2",740,Q4,14.2800,10567.2000
2021-06-01,A2520150505,"AQ Maxima Ms","Premium 1",352,Q4,15.1762,5342.0224
2021-06-01,A2520150506,"AQ Maxima Ms","Premium 2",106,Q4,14.5677,1544.1762
2021-06-01,A2620150601,"AQ Qwerty Ms","Standard 1",320,Q4,14.9013,4768.4160
2021-06-01,A2620150602,"AQ Qwerty Ms","Standard 2",480,Q4,15.8102,7588.8960
2021-06-01,A2620150603,"AQ Qwerty Ms","Plus 1",996,Q4,15.9792,15915.2832
2021-06-01,A2620150604,"AQ Qwerty Ms","Plus 2",971,Q4,16.5491,16069.1761
2021-06-01,A2620150605,"AQ Qwerty Ms","Premium 1",256,Q4,16.5882,4246.5792
2021-06-01,A2620150606,"AQ Qwerty Ms","Premium 2",626,Q4,16.7850,10507.4100
2021-06-01,A2720150701,"AQ Trigger Ms","Standard 1",391,Q4,17.0917,6682.8547
2021-06-01,A2721150702,"AQ Trigger Ms","Standard 2",811,Q4,17.2368,13979.0448
2021-06-01,A2721150703,"AQ Trigger Ms","Plus 1",553,Q4,16.9353,9365.2209
2021-06-01,A2721150704,"AQ Trigger Ms","Plus 2",942,Q4,19.5860,18450.0120
2021-06-01,A2721150705,"AQ Trigger Ms","Premium 1",734,Q4,19.4042,14242.6828
2021-06-01,A2721150706,"AQ Trigger Ms","Premium 2",499,Q4,20.0537,10006.7963
2021-06-01,A2821150801,"AQ Lumina Ms","Standard 1",582,Q4,21.7118,12636.2676
2021-06-01,A2918150101,"AQ Master wired x1","Standard 1",329,Q4,6.8991,2269.8039
2021-06-01,A2918150102,"AQ Master wired x1","Standard 2",440,Q4,7.5979,3343.0760
2021-06-01,A2918150103,"AQ Master wired x1","Plus 1",854,Q4,7.7693,6634.9822
2021-06-01,A2918150104,"AQ Master wired x1","Plus 2",194,Q4,8.9514,1736.5716
2021-06-01,A2918150105,"AQ Master wired x1","Premium 1",410,Q4,9.4650,3880.6500
2021-06-01,A2918150106,"AQ Master wired x1","Premium 2",625,Q4,10.4188,6511.7500
2021-06-01,A3018150201,"AQ Master wireless x1","Standard 1",359,Q4,10.7955,3875.5845
2021-06-01,A3018150202,"AQ Master wireless x1","Standard 2",292,Q4,11.0524,3227.3008
2021-06-01,A3018150203,"AQ Master wireless x1","Plus 1",850,Q4,12.3739,10517.8150
2021-06-01,A3019150204,"AQ Master wireless x1","Plus 2",514,Q4,11.6011,5962.9654
2021-06-01,A3019150205,"AQ Master wireless x1","Premium 1",414,Q4,12.0509,4989.0726
2021-06-01,A3019150206,"AQ Master wireless x1","Premium 2",356,Q4,13.0018,4628.6408
2021-06-01,A3119150301,"AQ Gamers ","Standard 1",817,Q4,13.5061,11034.4837
2021-06-01,A3119150302,"AQ Gamers ","Standard 2",815,Q4,15.3071,12475.2865
2021-06-01,A3119150303,"AQ Gamers ","Plus 1",642,Q4,16.2407,10426.5294
2021-06-01,A3120150304,"AQ Gamers ","Plus 2",593,Q4,16.3792,9712.8656
2021-06-01,A3120150305,"AQ Gamers ","Premium 1",840,Q4,16.3218,13710.3120
2021-06-01,A3120150306,"AQ Gamers ","Premium 2",736,Q4,19.3003,14205.0208
2021-06-01,A3220150401,"AQ Lite","Standard 1",477,Q4,18.4943,8821.7811
2021-06-01,A3220150402,"AQ Lite","Standard 2",239,Q4,18.7947,4491.9333
2021-06-01,A3220150403,"AQ Lite","Plus 1",95,Q4,18.5844,1765.5180
2021-06-01,A3220150404,"AQ Lite","Plus 2",442,Q4,18.4219,8142.4798
2021-06-01,A3220150405,"AQ Lite","Premium 1",737,Q4,18.9415,13959.8855
2021-06-01,A3220150406,"AQ Lite","Premium 2",658,Q4,20.0066,13164.3428
2021-06-01,A3320150501,"AQ Maxima","Standard 1",632,Q4,20.3908,12886.9856
2021-06-01,A3320150502,"AQ Maxima","Standard 2",431,Q4,21.6988,9352.1828
2021-06-01,A3320150503,"AQ Maxima","Plus 1",438,Q4,20.8733,9142.5054
2021-06-01,A3320150504,"AQ Maxima","Plus 2",604,Q4,22.1341,13368.9964
2021-06-01,A3320150505,"AQ Maxima","Premium 1",496,Q4,23.0844,11449.8624
2021-06-01,A3320150506,"AQ Maxima","Premium 2",414,Q4,23.7678,9839.8692
2021-06-01,A3420150601,"AQ Qwerty","Standard 1",676,Q4,24.5690,16608.6440
2021-06-01,A3420150602,"AQ Qwerty","Standard 2",824,Q4,23.9726,19753.4224
2021-06-01,A3421150603,"AQ Qwerty","Plus 1",266,Q4,26.9507,7168.8862
2021-06-01,A3421150604,"AQ Qwerty","Plus 2",190,Q4,27.4152,5208.8880
2021-06-01,A3421150605,"AQ Qwerty","Premium 1",222,Q4,29.8692,6630.9624
2021-06-01,A3421150606,"AQ Qwerty","Premium 2",523,Q4,29.6709,15517.8807
2021-06-01,A3521150701,"AQ Trigger","Standard 1",241,Q4,29.3872,7082.3152
2021-06-01,A3521150702,"AQ Trigger","Standard 2",671,Q4,30.3414,20359.0794
2021-06-01,A3521150703,"AQ Trigger","Plus 1",456,Q4,31.7665,14485.5240
2021-06-01,A3521150704,"AQ Trigger","Plus 2",396,Q4,33.6246,13315.3416
2021-06-01,A3521150705,"AQ Trigger","Premium 1",188,Q4,34.5114,6488.1432
2021-06-01,A3718150101,"AQ LION x1",Standard,60,Q4,16.5127,990.7620
2021-06-01,A3718150102,"AQ LION x1","Plus 1 ",65,Q4,16.1015,1046.5975
2021-06-01,A3718150103,"AQ LION x1","Plus 2",68,Q4,17.5697,1194.7396
2021-06-01,A3718150105,"AQ LION x1",Premium,27,Q4,18.0312,486.8424
2021-06-01,A3818150201,"AQ LION x2",Standard,56,Q4,17.2648,966.8288
2021-06-01,A3818150202,"AQ LION x2","Plus 1 ",16,Q4,17.5197,280.3152
2021-06-01,A3819150203,"AQ LION x2","Plus 2",53,Q4,18.4533,978.0249
2021-06-01,A3819150204,"AQ LION x2","Plus 3",11,Q4,21.1942,233.1362
2021-06-01,A3819150205,"AQ LION x2",Premium,21,Q4,21.6066,453.7386
2021-06-01,A3920150301,"AQ LION x3",Standard,32,Q4,22.1454,708.6528
2021-06-01,A3920150302,"AQ LION x3","Plus 1 ",36,Q4,23.1520,833.4720
2021-06-01,A3920150303,"AQ LION x3","Plus 2",69,Q4,25.4670,1757.2230
2021-06-01,A3920150304,"AQ LION x3","Plus 3",85,Q4,25.0442,2128.7570
2021-06-01,A3920150305,"AQ LION x3",Premium,74,Q4,27.4546,2031.6404
2021-06-01,A4020150401,"AQ Mx NB",Standard,78,Q4,26.9302,2100.5556
2021-06-01,A4020150402,"AQ Mx NB","Plus 1 ",10,Q4,28.4500,284.5000
2021-06-01,A4021150403,"AQ Mx NB","Plus 2",41,Q4,29.9423,1227.6343
2021-06-01,A4021150404,"AQ Mx NB","Plus 3",45,Q4,28.5800,1286.1000
2021-06-01,A4021150405,"AQ Mx NB",Premium,36,Q4,31.7029,1141.3044
2021-06-01,A4118110105,"AQ Aspiron","Plus Blue",30,Q4,182.8932,5486.7960
2021-06-01,A4118110106,"AQ Aspiron","Plus Red",11,Q4,187.7533,2065.2863
2021-06-01,A4118110107,"AQ Aspiron","Premium Black",30,Q4,195.7721,5873.1630
2021-06-01,A4218110201,"AQ Digit","Standard Grey",15,Q4,200.2732,3004.0980
2021-06-01,A4218110202,"AQ Digit","Standard Blue",27,Q4,215.9341,5830.2207
2021-06-01,A4218110203,"AQ Digit","Standard Red",26,Q4,236.8486,6158.0636
2021-06-01,A4218110204,"AQ Digit","Plus Grey",12,Q4,232.1038,2785.2456
2021-06-01,A4218110205,"AQ Digit","Plus Blue",14,Q4,240.1403,3361.9642
2021-06-01,A4218110206,"AQ Digit","Plus Red",40,Q4,237.0183,9480.7320
2021-06-01,A4218110207,"AQ Digit","Premium Black",38,Q4,249.1303,9466.9514
2021-06-01,A4218110208,"AQ Digit","Premium Misty Green",39,Q4,243.0414,9478.6146
2021-06-01,A4318110301,"AQ Velocity","Standard Grey",39,Q4,264.7000,10323.3000
2021-06-01,A4319110302,"AQ Velocity","Standard Blue",34,Q4,267.2091,9085.1094
2021-06-01,A4319110303,"AQ Velocity","Standard Red",21,Q4,261.2305,5485.8405
2021-06-01,A4319110304,"AQ Velocity","Plus Grey",12,Q4,267.0636,3204.7632
2021-06-01,A4319110305,"AQ Velocity","Plus Blue",9,Q4,277.8079,2500.2711
2021-06-01,A4319110306,"AQ Velocity","Plus Red",40,Q4,275.8194,11032.7760
2021-06-01,A4419110401,"AQ Elite","Standard Grey",30,Q4,271.3471,8140.4130
2021-06-01,A4419110402,"AQ Elite","Standard Blue",28,Q4,281.9504,7894.6112
2021-06-01,A4419110403,"AQ Elite","Standard Red",14,Q4,288.0503,4032.7042
2021-06-01,A4419110404,"AQ Elite","Plus Grey",7,Q4,286.8973,2008.2811
2021-06-01,A4419110405,"AQ Elite","Plus Blue",32,Q4,291.2071,9318.6272
2021-06-01,A4419110406,"AQ Elite","Plus Red",11,Q4,287.5666,3163.2326
2021-06-01,A4419110407,"AQ Elite","Premium Black",27,Q4,287.4934,7762.3218
2021-06-01,A4419110408,"AQ Elite","Premium Misty Green",30,Q4,297.0277,8910.8310
2021-06-01,A4519110501,"AQ Gen X","Standard Grey",7,Q4,311.8396,2182.8772
2021-06-01,A4519110502,"AQ Gen X","Standard Blue",30,Q4,300.3378,9010.1340
2021-06-01,A4519110503,"AQ Gen X","Standard Red",20,Q4,306.9189,6138.3780
2021-06-01,A4520110504,"AQ Gen X","Plus Grey",14,Q4,341.7343,4784.2802
2021-06-01,A4520110505,"AQ Gen X","Plus Blue",25,Q4,325.2156,8130.3900
2021-06-01,A4520110506,"AQ Gen X","Plus Red",27,Q4,325.2561,8781.9147
2021-06-01,A4520110507,"AQ Gen X","Premium Black",7,Q4,322.9426,2260.5982
2021-06-01,A4520110508,"AQ Gen X","Premium Misty Green",13,Q4,327.0930,4252.2090
2021-06-01,A4620110601,"AQ Gen Y","Standard Grey",24,Q4,347.2474,8333.9376
2021-06-01,A4620110602,"AQ Gen Y","Standard Blue",27,Q4,346.6886,9360.5922
2021-06-01,A4620110603,"AQ Gen Y","Standard Red",24,Q4,366.0459,8785.1016
2021-06-01,A4620110604,"AQ Gen Y","Plus Grey",25,Q4,353.0982,8827.4550
2021-06-01,A4620110605,"AQ Gen Y","Plus Blue",20,Q4,349.2525,6985.0500
2021-06-01,A4620110606,"AQ Gen Y","Plus Red",8,Q4,348.5375,2788.3000
2021-06-01,A4620110607,"AQ Gen Y","Premium Black",13,Q4,347.8030,4521.4390
2021-06-01,A4620110608,"AQ Gen Y","Premium Misty Green",19,Q4,363.0630,6898.1970
2021-06-01,A4720110701,"AQ GEN Z","Standard Grey",37,Q4,367.7335,13606.1395
2021-06-01,A4720110702,"AQ GEN Z","Standard Blue",20,Q4,371.4027,7428.0540
2021-06-01,A4721110703,"AQ GEN Z","Standard Red",22,Q4,361.6496,7956.2912
2021-06-01,A4721110704,"AQ GEN Z","Plus Grey",36,Q4,380.2153,13687.7508
2021-06-01,A4721110705,"AQ GEN Z","Plus Blue",27,Q4,377.4069,10189.9863
2021-06-01,A4918110101,"AQ BZ 101","Standard Grey",25,Q4,419.1936,10479.8400
2021-06-01,A4918110102,"AQ BZ 101","Standard Blue",8,Q4,451.4881,3611.9048
2021-06-01,A4918110103,"AQ BZ 101","Premium Black",20,Q4,428.1451,8562.9020
2021-06-01,A4918110104,"AQ BZ 101","Premium Misty Green",23,Q4,460.2805,10586.4515
2021-06-01,A5018110201,"AQ BZ Compact","Standard Grey",19,Q4,451.7049,8582.3931
2021-06-01,A5018110202,"AQ BZ Compact","Standard Blue",14,Q4,462.5568,6475.7952
2021-06-01,A5018110203,"AQ BZ Compact","Standard Red",15,Q4,452.1420,6782.1300
2021-06-01,A5018110204,"AQ BZ Compact","Plus Grey",26,Q4,447.7337,11641.0762
2021-06-01,A5018110205,"AQ BZ Compact","Plus Blue",24,Q4,486.1763,11668.2312
2021-06-01,A5018110206,"AQ BZ Compact","Plus Red",13,Q4,475.5544,6182.2072
2021-06-01,A5018110207,"AQ BZ Compact","Premium Black",7,Q4,475.1904,3326.3328
2021-06-01,A5019110208,"AQ BZ Compact","Premium Misty Green",16,Q4,467.3047,7476.8752
2021-06-01,A5119110301,"AQ BZ Gen Y","Standard Grey",7,Q4,479.0441,3353.3087
2021-06-01,A5119110302,"AQ BZ Gen Y","Standard Blue",10,Q4,474.3132,4743.1320
